ano_orcamento;cod_conta;desc_conta;grupo_contas;grupo_contas_n2;grupo_contan3
2019;214-2019-41010405002;FORNECIMENTO DE EDITAIS;Outras;Serviços;AJUSTAR
2019;214-2019-41010405003;UNIFORMES;Outras;Serviços;AJUSTAR
2019;214-2019-41010405004;MICROFILMAGEM;Outras;Serviços;AJUSTAR
2019;214-2019-41010405005;TAXA DE INSCRICAO;Outras;Serviços;AJUSTAR
2019;214-2019-41010405006;EMISSÃO DE DOCUMENTOS;Outras;Serviços;AJUSTAR
2019;214-2019-41010405007;ATESTADO DE INEXISTECIA;Outras;Serviços;AJUSTAR
2019;214-2019-41010405008;CERTIFICADO DE ORIGEM;Outras;Serviços;AJUSTAR
2019;214-2019-41010405999;OUTROS SERVICOS ADMINISTRATIVOS;Outras;Serviços;AJUSTAR
2019;214-2019-41010406001;SERVIÇOS DE SAÚDE;Outras;Serviços;AJUSTAR
2019;214-2019-41010407001;MATRICULAS E ANUIDADES;Outras;Serviços;AJUSTAR
2019;214-2019-41010407002;MATERIAL DIDATICO;Outras;Serviços;AJUSTAR
2019;214-2019-41010407003;MENSALIDADES;Outras;Serviços;AJUSTAR
2019;214-2019-41010407004;CURSOS MINISTRADOS;Outras;Serviços;AJUSTAR
2019;214-2019-41010407008;CURSO CAPACITACAO GAS NATURAL;Outras;Serviços;AJUSTAR
2019;214-2019-41010407009;JOGOS DIGITAIS;Outras;Serviços;AJUSTAR
2019;214-2019-41010408001;SERVIÇOS DE LAZER;Outras;Serviços;AJUSTAR
2019;214-2019-41010409001;SERVIÇOS LABORATORIAIS;Outras;Serviços;AJUSTAR
2020;214-2020-41010201001;TAXA DE OCUPAÇÃO DE IMÓVEL;Outras;Serviços;AJUSTAR
2020;214-2020-41010201004;PAVILHAO ALBANO FRANCO;Outras;Serviços;AJUSTAR
2020;214-2020-41010401001;RECEITAS COMERCIAIS;Outras;Serviços;AJUSTAR
2020;214-2020-41010401002;RECEITAS DE ESTAGIO;Outras;Serviços;AJUSTAR
2020;214-2020-41010401003;CADASTRO INDUSTRIAL;Outras;Serviços;AJUSTAR
2020;214-2020-41010401004;CIN - IEL;Outras;Serviços;AJUSTAR
2020;214-2020-41010401005;RECEITA DE SEGURO DE ESTAGIARIOS;Outras;Serviços;AJUSTAR
2020;214-2020-41010401006;ATESTADO FOMENTAR;Outras;Serviços;AJUSTAR
2020;214-2020-41010401007;ATESTADO DE INEXISTENCIA;Outras;Serviços;AJUSTAR
2020;214-2020-41010401008;CERTIFICADO DE ORIGEM;Outras;Serviços;AJUSTAR
2020;214-2020-41010401009;CAPACITACAO/EVENTOS;Outras;Serviços;AJUSTAR
2020;214-2020-41010401010;ATESTADO DE PRODUCAO;Outras;Serviços;AJUSTAR
2020;214-2020-41010401011;SERVIÇO UNIDADE MOVEL;Outras;Serviços;AJUSTAR
2020;214-2020-41010401012;ATESTADO DE EXISTENCIA;Outras;Serviços;AJUSTAR
2020;214-2020-41010402001;SERVICOS TECNOLOGICOS;Outras;Serviços;AJUSTAR
2020;214-2020-41010402002;SERVICOS INDUSTRIAIS;Outras;Serviços;AJUSTAR
2020;214-2020-41010403001;SERVIÇOS DE CONSULTORIA E ASSESS TECNICA;Outras;Serviços;AJUSTAR
2020;214-2020-41010403002;SERVIÇOS DE CONSULTORIA EM R.S.E.;Outras;Serviços;AJUSTAR
2020;214-2020-41010403003;SERVIÇOS DE CONSULTORIAS EM SST;Outras;Serviços;AJUSTAR
2020;214-2020-41010403004;SERVIÇOS DE INTELIGENCIA COMERCIAL;Outras;Serviços;AJUSTAR
2020;214-2020-41010403005;SERVIÇOS DE RECRUTAMENTO E SELEÇÃO;Outras;Serviços;AJUSTAR
2020;214-2020-41010404001;SERVICOS FINANCEIROS;Outras;Serviços;AJUSTAR
2020;214-2020-41010405001;COPIAS XEROGRAFICAS;Outras;Serviços;AJUSTAR
2020;214-2020-41010405002;FORNECIMENTO DE EDITAIS;Outras;Serviços;AJUSTAR
2020;214-2020-41010405003;UNIFORMES;Outras;Serviços;AJUSTAR
2020;214-2020-41010405004;MICROFILMAGEM;Outras;Serviços;AJUSTAR
2020;214-2020-41010405005;TAXA DE INSCRICAO;Outras;Serviços;AJUSTAR
2020;214-2020-41010405006;EMISSÃO DE DOCUMENTOS;Outras;Serviços;AJUSTAR
2020;214-2020-41010405007;ATESTADO DE INEXISTECIA;Outras;Serviços;AJUSTAR
2020;214-2020-41010405008;CERTIFICADO DE ORIGEM;Outras;Serviços;AJUSTAR
2020;214-2020-41010405999;OUTROS SERVICOS ADMINISTRATIVOS;Outras;Serviços;AJUSTAR
2020;214-2020-41010406001;SERVIÇOS DE SAÚDE;Outras;Serviços;AJUSTAR
2020;214-2020-41010407001;MATRICULAS E ANUIDADES;Outras;Serviços;AJUSTAR
2020;214-2020-41010407002;MATERIAL DIDATICO;Outras;Serviços;AJUSTAR
2020;214-2020-41010407003;MENSALIDADES;Outras;Serviços;AJUSTAR
2020;214-2020-41010407004;CURSOS MINISTRADOS;Outras;Serviços;AJUSTAR
2020;214-2020-41010407008;CURSO CAPACITACAO GAS NATURAL;Outras;Serviços;AJUSTAR
2020;214-2020-41010407009;JOGOS DIGITAIS;Outras;Serviços;AJUSTAR
2020;214-2020-41010408001;SERVIÇOS DE LAZER;Outras;Serviços;AJUSTAR
2020;214-2020-41010409001;SERVIÇOS LABORATORIAIS;Outras;Serviços;AJUSTAR
2021;214-2021-41010201001;TAXA DE OCUPAÇÃO DE IMÓVEL;Outras;Serviços;AJUSTAR
2021;214-2021-41010201004;PAVILHAO ALBANO FRANCO;Outras;Serviços;AJUSTAR
2021;214-2021-41010401001;RECEITAS COMERCIAIS;Outras;Serviços;AJUSTAR
2021;214-2021-41010401002;RECEITAS DE ESTAGIO;Outras;Serviços;AJUSTAR
2021;214-2021-41010401003;CADASTRO INDUSTRIAL;Outras;Serviços;AJUSTAR
2021;214-2021-41010401004;CIN - IEL;Outras;Serviços;AJUSTAR
2021;214-2021-41010401005;RECEITA DE SEGURO DE ESTAGIARIOS;Outras;Serviços;AJUSTAR
2021;214-2021-41010401006;ATESTADO FOMENTAR;Outras;Serviços;AJUSTAR
2021;214-2021-41010401007;ATESTADO DE INEXISTENCIA;Outras;Serviços;AJUSTAR
2021;214-2021-41010401008;CERTIFICADO DE ORIGEM;Outras;Serviços;AJUSTAR
2021;214-2021-41010401009;CAPACITACAO/EVENTOS;Outras;Serviços;AJUSTAR
2021;214-2021-41010401010;ATESTADO DE PRODUCAO;Outras;Serviços;AJUSTAR
2021;214-2021-41010401011;SERVIÇO UNIDADE MOVEL;Outras;Serviços;AJUSTAR
2021;214-2021-41010401012;ATESTADO DE EXISTENCIA;Outras;Serviços;AJUSTAR
2021;214-2021-41010402001;SERVICOS TECNOLOGICOS;Outras;Serviços;AJUSTAR
2021;214-2021-41010402002;SERVICOS INDUSTRIAIS;Outras;Serviços;AJUSTAR
2021;214-2021-41010403001;SERVIÇOS DE CONSULTORIA E ASSESS TECNICA;Outras;Serviços;AJUSTAR
2021;214-2021-41010403002;SERVIÇOS DE CONSULTORIA EM R.S.E.;Outras;Serviços;AJUSTAR
2021;214-2021-41010403003;SERVIÇOS DE CONSULTORIAS EM SST;Outras;Serviços;AJUSTAR
2021;214-2021-41010403004;SERVIÇOS DE INTELIGENCIA COMERCIAL;Outras;Serviços;AJUSTAR
2021;214-2021-41010403005;SERVIÇOS DE RECRUTAMENTO E SELEÇÃO;Outras;Serviços;AJUSTAR
2021;214-2021-41010404001;SERVICOS FINANCEIROS;Outras;Serviços;AJUSTAR
2021;214-2021-41010405001;COPIAS XEROGRAFICAS;Outras;Serviços;AJUSTAR
2021;214-2021-41010405002;FORNECIMENTO DE EDITAIS;Outras;Serviços;AJUSTAR
2021;214-2021-41010405003;UNIFORMES;Outras;Serviços;AJUSTAR
2021;214-2021-41010405004;MICROFILMAGEM;Outras;Serviços;AJUSTAR
2021;214-2021-41010405005;TAXA DE INSCRICAO;Outras;Serviços;AJUSTAR
2021;214-2021-41010405006;EMISSÃO DE DOCUMENTOS;Outras;Serviços;AJUSTAR
2021;214-2021-41010405007;ATESTADO DE INEXISTECIA;Outras;Serviços;AJUSTAR
2021;214-2021-41010405008;CERTIFICADO DE ORIGEM;Outras;Serviços;AJUSTAR
2021;214-2021-41010405999;OUTROS SERVICOS ADMINISTRATIVOS;Outras;Serviços;AJUSTAR
2021;214-2021-41010406001;SERVIÇOS DE SAÚDE;Outras;Serviços;AJUSTAR
2021;214-2021-41010407001;MATRICULAS E ANUIDADES;Outras;Serviços;AJUSTAR
2021;214-2021-41010407002;MATERIAL DIDATICO;Outras;Serviços;AJUSTAR
2021;214-2021-41010407003;MENSALIDADES;Outras;Serviços;AJUSTAR
2021;214-2021-41010407004;CURSOS MINISTRADOS;Outras;Serviços;AJUSTAR
2021;214-2021-41010407008;CURSO CAPACITACAO GAS NATURAL;Outras;Serviços;AJUSTAR
2021;214-2021-41010407009;JOGOS DIGITAIS;Outras;Serviços;AJUSTAR
2021;214-2021-41010408001;SERVIÇOS DE LAZER;Outras;Serviços;AJUSTAR
2021;214-2021-41010409001;SERVIÇOS LABORATORIAIS;Outras;Serviços;AJUSTAR
2021;214-2021-41010101001;CONTRIBUICOES DIRETAS;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101002;CONTRIBUICOES INDIRETAS;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101003;ADICIONAIS;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101004;ANUIDADE DAS AFILIADAS;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101005;FIEMS 18%;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101006;SESI 46%;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101007;SENAI 36%;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101008;CONDOMINIO - EXTRA FIEMS 18%;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101009;CONDOMINIO - EXTRA SESI 46%;Outras;Compulsório;AJUSTAR
2021;214-2021-41010101010;CONDOMINIO - EXTRA SENAI 36%;Outras;Compulsório;AJUSTAR
2021;214-2021-41010102001;CONTRIBUIÇÃO SINDICAL;Outras;Compulsório;AJUSTAR
2021;214-2021-41010103001;C.A.P.;Outras;Compulsório;AJUSTAR
2021;214-2021-41010103002;C.N.I.;Outras;Compulsório;AJUSTAR
2021;214-2021-41010104001;CONTRIBUIÇÃO REG ORIUNDAS SESI P/ FIEMS;Outras;Compulsório;AJUSTAR
2021;214-2021-41010104002;CONTRIBUIÇÃO REG ORIUNDAS SENAI P/ FIEMS;Outras;Compulsório;AJUSTAR
2021;214-2021-41010105001;CONTRIBUIÇÃO DO SESI PARA IEL;Outras;Compulsório;AJUSTAR
2021;214-2021-41010105002;CONTRIBUIÇÃO DO SENAI PARA IEL;Outras;Compulsório;AJUSTAR
2021;214-2021-41010105003;CONTRIBUIÇÃO DA FIEMS PARA IEL;Outras;Compulsório;AJUSTAR
2021;214-2021-41020101001;AUXILIO - DN;Outras;Compulsório;AJUSTAR
2021;214-2021-41020101002;AUXILIO MINIMO - DIRETO;Outras;Compulsório;AJUSTAR
2021;214-2021-41020101003;AUXILIO MINIMO - INDIRETO;Outras;Compulsório;AJUSTAR
2021;214-2021-41020101004;SUBVENCOES E AUXILIOS ORDINARIOS;Outras;Compulsório;AJUSTAR
2021;214-2021-41020101005;AUXILIO MINIMO DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2021;214-2021-41020102001;AUXILIO ESPECIAL - DIRETO;Outras;Compulsório;AJUSTAR
2021;214-2021-41020102002;AUXILIO ESPECIAL - INDIRETO;Outras;Compulsório;AJUSTAR
2021;214-2021-41020102003;SUBVENCOES ESPECIAIS;Outras;Compulsório;AJUSTAR
2021;214-2021-41020102004;AUXILIO ESPECIAL DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2021;214-2021-42020101001;SUBVENÇÕES EXTRAORDINÁRIAS;Outras;Compulsório;AJUSTAR
2021;214-2021-42020102001;AUXÍLIOS EXTRAORDINÁRIOS;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101001;CONTRIBUICOES DIRETAS;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101002;CONTRIBUICOES INDIRETAS;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101003;ADICIONAIS;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101004;ANUIDADE DAS AFILIADAS;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101005;FIEMS 18%;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101006;SESI 46%;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101007;SENAI 36%;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101008;CONDOMINIO - EXTRA FIEMS 18%;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101009;CONDOMINIO - EXTRA SESI 46%;Outras;Compulsório;AJUSTAR
2020;214-2020-41010101010;CONDOMINIO - EXTRA SENAI 36%;Outras;Compulsório;AJUSTAR
2020;214-2020-41010102001;CONTRIBUIÇÃO SINDICAL;Outras;Compulsório;AJUSTAR
2020;214-2020-41010103001;C.A.P.;Outras;Compulsório;AJUSTAR
2020;214-2020-41010103002;C.N.I.;Outras;Compulsório;AJUSTAR
2020;214-2020-41010104001;CONTRIBUIÇÃO REG ORIUNDAS SESI P/ FIEMS;Outras;Compulsório;AJUSTAR
2020;214-2020-41010104002;CONTRIBUIÇÃO REG ORIUNDAS SENAI P/ FIEMS;Outras;Compulsório;AJUSTAR
2020;214-2020-41010105001;CONTRIBUIÇÃO DO SESI PARA IEL;Outras;Compulsório;AJUSTAR
2020;214-2020-41010105002;CONTRIBUIÇÃO DO SENAI PARA IEL;Outras;Compulsório;AJUSTAR
2020;214-2020-41010105003;CONTRIBUIÇÃO DA FIEMS PARA IEL;Outras;Compulsório;AJUSTAR
2020;214-2020-41020101001;AUXILIO - DN;Outras;Compulsório;AJUSTAR
2020;214-2020-41020101002;AUXILIO MINIMO - DIRETO;Outras;Compulsório;AJUSTAR
2020;214-2020-41020101003;AUXILIO MINIMO - INDIRETO;Outras;Compulsório;AJUSTAR
2020;214-2020-41020101004;SUBVENCOES E AUXILIOS ORDINARIOS;Outras;Compulsório;AJUSTAR
2020;214-2020-41020101005;AUXILIO MINIMO DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2020;214-2020-41020102001;AUXILIO ESPECIAL - DIRETO;Outras;Compulsório;AJUSTAR
2020;214-2020-41020102002;AUXILIO ESPECIAL - INDIRETO;Outras;Compulsório;AJUSTAR
2020;214-2020-41020102003;SUBVENCOES ESPECIAIS;Outras;Compulsório;AJUSTAR
2020;214-2020-41020102004;AUXILIO ESPECIAL DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2020;214-2020-42020101001;SUBVENÇÕES EXTRAORDINÁRIAS;Outras;Compulsório;AJUSTAR
2020;214-2020-42020102001;AUXÍLIOS EXTRAORDINÁRIOS;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101001;CONTRIBUICOES DIRETAS;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101002;CONTRIBUICOES INDIRETAS;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101003;ADICIONAIS;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101004;ANUIDADE DAS AFILIADAS;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101005;FIEMS 18%;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101006;SESI 46%;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101007;SENAI 36%;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101008;CONDOMINIO - EXTRA FIEMS 18%;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101009;CONDOMINIO - EXTRA SESI 46%;Outras;Compulsório;AJUSTAR
2019;214-2019-41010101010;CONDOMINIO - EXTRA SENAI 36%;Outras;Compulsório;AJUSTAR
2019;214-2019-41010102001;CONTRIBUIÇÃO SINDICAL;Outras;Compulsório;AJUSTAR
2019;214-2019-41010103001;C.A.P.;Outras;Compulsório;AJUSTAR
2019;214-2019-41010103002;C.N.I.;Outras;Compulsório;AJUSTAR
2019;214-2019-41010104001;CONTRIBUIÇÃO REG ORIUNDAS SESI P/ FIEMS;Outras;Compulsório;AJUSTAR
2019;214-2019-41010104002;CONTRIBUIÇÃO REG ORIUNDAS SENAI P/ FIEMS;Outras;Compulsório;AJUSTAR
2019;214-2019-41010105001;CONTRIBUIÇÃO DO SESI PARA IEL;Outras;Compulsório;AJUSTAR
2019;214-2019-41010105002;CONTRIBUIÇÃO DO SENAI PARA IEL;Outras;Compulsório;AJUSTAR
2019;214-2019-41010105003;CONTRIBUIÇÃO DA FIEMS PARA IEL;Outras;Compulsório;AJUSTAR
2019;214-2019-41020101001;AUXILIO - DN;Outras;Compulsório;AJUSTAR
2019;214-2019-41020101002;AUXILIO MINIMO - DIRETO;Outras;Compulsório;AJUSTAR
2019;214-2019-41020101003;AUXILIO MINIMO - INDIRETO;Outras;Compulsório;AJUSTAR
2019;214-2019-41020101004;SUBVENCOES E AUXILIOS ORDINARIOS;Outras;Compulsório;AJUSTAR
2019;214-2019-41020101005;AUXILIO MINIMO DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2019;214-2019-41020102001;AUXILIO ESPECIAL - DIRETO;Outras;Compulsório;AJUSTAR
2019;214-2019-41020102002;AUXILIO ESPECIAL - INDIRETO;Outras;Compulsório;AJUSTAR
2019;214-2019-41020102003;SUBVENCOES ESPECIAIS;Outras;Compulsório;AJUSTAR
2019;214-2019-41020102004;AUXILIO ESPECIAL DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2019;214-2019-42020101001;SUBVENÇÕES EXTRAORDINÁRIAS;Outras;Compulsório;AJUSTAR
2019;214-2019-42020102001;AUXÍLIOS EXTRAORDINÁRIOS;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101001;CONTRIBUICOES DIRETAS;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101002;CONTRIBUICOES INDIRETAS;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101003;ADICIONAIS;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101004;ANUIDADE DAS AFILIADAS;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101005;FIEMS 18%;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101006;SESI 46%;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101007;SENAI 36%;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101008;CONDOMINIO - EXTRA FIEMS 18%;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101009;CONDOMINIO - EXTRA SESI 46%;Outras;Compulsório;AJUSTAR
2018;214-2018-41010101010;CONDOMINIO - EXTRA SENAI 36%;Outras;Compulsório;AJUSTAR
2018;214-2018-41010102001;CONTRIBUIÇÃO SINDICAL;Outras;Compulsório;AJUSTAR
2018;214-2018-41010103001;C.A.P.;Outras;Compulsório;AJUSTAR
2018;214-2018-41010103002;C.N.I.;Outras;Compulsório;AJUSTAR
2018;214-2018-41010104001;CONTRIBUIÇÃO REG ORIUNDAS SESI P/ FIEMS;Outras;Compulsório;AJUSTAR
2018;214-2018-41010104002;CONTRIBUIÇÃO REG ORIUNDAS SENAI P/ FIEMS;Outras;Compulsório;AJUSTAR
2018;214-2018-41010105001;CONTRIBUIÇÃO DO SESI PARA IEL;Outras;Compulsório;AJUSTAR
2018;214-2018-41010105002;CONTRIBUIÇÃO DO SENAI PARA IEL;Outras;Compulsório;AJUSTAR
2018;214-2018-41010105003;CONTRIBUIÇÃO DA FIEMS PARA IEL;Outras;Compulsório;AJUSTAR
2018;214-2018-41020101001;AUXILIO - DN;Outras;Compulsório;AJUSTAR
2018;214-2018-41020101002;AUXILIO MINIMO - DIRETO;Outras;Compulsório;AJUSTAR
2018;214-2018-41020101003;AUXILIO MINIMO - INDIRETO;Outras;Compulsório;AJUSTAR
2018;214-2018-41020101004;SUBVENCOES E AUXILIOS ORDINARIOS;Outras;Compulsório;AJUSTAR
2018;214-2018-41020101005;AUXILIO MINIMO DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2018;214-2018-41020102001;AUXILIO ESPECIAL - DIRETO;Outras;Compulsório;AJUSTAR
2018;214-2018-41020102002;AUXILIO ESPECIAL - INDIRETO;Outras;Compulsório;AJUSTAR
2018;214-2018-41020102003;SUBVENCOES ESPECIAIS;Outras;Compulsório;AJUSTAR
2018;214-2018-41020102004;AUXILIO ESPECIAL DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2018;214-2018-42020101001;SUBVENÇÕES EXTRAORDINÁRIAS;Outras;Compulsório;AJUSTAR
2018;214-2018-42020102001;AUXÍLIOS EXTRAORDINÁRIOS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101001;CONTRIBUIÇÕES DIRETAS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101002;CONTRIBUIÇÕES INDIRETAS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101003;ADICIONAIS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101004;ANUIDADE DAS AFILIADAS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101005;FIEMS 18%;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101006;SESI 46%;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101007;SENAI 36%;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101008;CONDOMÍNIO - EXTRA FIEMS 18%;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101009;CONDOMÍNIO - EXTRA SESI 46%;Outras;Compulsório;AJUSTAR
2017;214-2017-41010101010;CONDOMÍNIO - EXTRA SENAI 36%;Outras;Compulsório;AJUSTAR
2017;214-2017-41010102001;CONTRIBUIÇÃO SINDICAL;Outras;Compulsório;AJUSTAR
2017;214-2017-41010103001;C.A.P.;Outras;Compulsório;AJUSTAR
2017;214-2017-41010103002;C.N.I.;Outras;Compulsório;AJUSTAR
2017;214-2017-41010104001;CONTRIBUIÇÃO REG ORIUNDAS SESI P/ FIEMS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010104002;CONTRIBUIÇÃO REG ORIUNDAS SENAI P/ FIEMS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010105001;CONTRIBUIÇÃO DO SESI PARA IEL;Outras;Compulsório;AJUSTAR
2017;214-2017-41010105002;CONTRIBUIÇÃO DO SENAI PARA IEL;Outras;Compulsório;AJUSTAR
2017;214-2017-41010105003;CONTRIBUIÇÃO DA FIEMS PARA IEL;Outras;Compulsório;AJUSTAR
2017;214-2017-41020101001;AUXÍLIO - DN;Outras;Compulsório;AJUSTAR
2017;214-2017-41020101002;AUXÍLIO MÍNIMO - DIRETO;Outras;Compulsório;AJUSTAR
2017;214-2017-41020101003;AUXÍLIO MÍNIMO - INDIRETO;Outras;Compulsório;AJUSTAR
2017;214-2017-41020101004;SUBVENÇÕES E AUXÍLIOS ORDINÁRIOS;Outras;Compulsório;AJUSTAR
2017;214-2017-41020101005;AUXÍLIO MÍNIMO DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2017;214-2017-41020102001;AUXÍLIO ESPECIAL - DIRETO;Outras;Compulsório;AJUSTAR
2017;214-2017-41020102002;AUXÍLIO ESPECIAL - INDIRETO;Outras;Compulsório;AJUSTAR
2017;214-2017-41020102003;SUBVENÇÕES ESPECIAIS;Outras;Compulsório;AJUSTAR
2017;214-2017-41020102004;AUXÍLIO ESPECIAL DIRETO/INDIRETO;Outras;Compulsório;AJUSTAR
2017;214-2017-42020101001;SUBVENÇÕES EXTRAORDINÁRIAS;Outras;Compulsório;AJUSTAR
2017;214-2017-42020102001;AUXÍLIOS EXTRAORDINÁRIOS;Outras;Compulsório;AJUSTAR
2017;214-2017-41010501001;FALTAS E ATRASOS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010501002;VALE TRANSPORTE;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010501003;ENERGIA ELÉTRICA - ALBANO FRANCO;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010501004;ESTACIONAMENTO - ALBANO FRANCO;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010501999;OUTRAS RECUPERAÇÃO DE DESPESAS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010502001;MULTA E JUROS DE MORA;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010502002;MULTA E JUROS DE MORA S/ CONTRIBUIÇÕES;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010503001;DESCONTOS OBTIDOS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010504001;INDENIZAÇÕES DE SEGUROS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010504002;RESTITUIÇÃO;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010504003;RECEITA POR SERVIÇO DE COBRANÇA;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010504004;RESTITUIÇÃO DME - FIEMS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010504005;RESTITUIÇÃO DME - SESI;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010504006;RESTITUIÇÃO DME - SENAI;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010504007;RESTITUIÇÃO DME - IEL;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010505001;SALDO DE EXERCÍCIOS ANTERIORES;Outras;Outras Receitas;AJUSTAR
2017;214-2017-41010506001;RECEITAS DE PATROCÍNIOS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-42010201001;ALIENAÇÃO PART. SOC. TIT. PATRIMONIAIS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-42010202001;ALIENAÇÃO DE BENS MÓVEIS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-42010203001;ALIENAÇÃO DE BENS IMÓVEIS;Outras;Outras Receitas;AJUSTAR
2017;214-2017-42010204001;ALIENAÇÃO DE BENS INTANGÍVEIS;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010501001;FALTAS E ATRASOS;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010501002;VALE TRANSPORTE;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010501003;ENERGIA ELETRICA - ALBANO FRANCO;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010501004;ESTACIONAMENTO - ALBANO FRANCO;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010501999;OUTRAS RECUPERACAO DE DESPESAS;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010502001;MULTAS E JUROS DE MORA;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010502002;MULTAS E JUROS DE MORA S/ CONTRIBUICOES;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010503001;DESCONTOS OBTIDOS;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010504001;INDENIZAÇÕES DE SEGUROS;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010504002;RESTITUIÇÃO;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010504003;RECEITA POR SERVIÇO DE COBRANCA;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010504004;RESTITUIÇÃO DME - FIEMS;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010504005;RESTITUIÇÃO DME - SESI;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010504006;RESTITUIÇÃO DME - SENAI;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010504007;RESTITUIÇÃO DME - IEL;Outras;Outras Receitas;AJUSTAR
2018;214-2018-41010505001;SALDO DE EXERCÍCIOS ANTERIORES;Outras;Outras Receitas;AJUSTAR
