ano_orcamento;cod_centro;desc_centro;grupo_centro
2020;2020-30210010111;PLANO DE MODERNIZACAO TECNOL 2018-2021;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2020;2020-30210010112;PLANO DE MODER IST ALIMENTOS 2018-2021;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2020;2020-30210010190;ACOES ESTRATEGICAS STI;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2020;2020-30211010101;T&D DA TECNOLOGIA E INOVACAO;ETD DA TECNOLOGIA E INOVAÇÃO
2020;2020-30211010102;T&D UNIDADE DESENVOLVIMENTO EMPRESARIAL;ETD DA TECNOLOGIA E INOVAÇÃO
2021;2021-30201020101;CONSULTORIA EM GESTAO EMPRESARIAL;CONSULTORIA EM GESTÃO EMPRESARIAL
2021;2021-30201020107;PROGRAMA DE QUALIFICACAO DE FORNECEDORES;CONSULTORIA EM GESTÃO EMPRESARIAL
2021;2021-30201020108;INOVA;CONSULTORIA EM GESTÃO EMPRESARIAL
2021;2021-30201020201;CONSULTORIA EM PROCESSO PRODUTIVO;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020202;CONSULTORIA EM PROCESSO PRODUTIVO PSMI;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020204;CONSULT PROCESSO PRODUTIVO MEIO AMBIENTE;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020206;CONSULT PROCESSO PRODUTIVO ALIMENTOS;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020207;CONSULT PROCESSO PRODUTIVO VESTUARIO;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020208;CONSULT PROC PRODUT RENOV SOL ENERGETICA;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020209;CONSULT PROCESSO PRODUTIVO SOFTWARE;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020210;CONSULT PROCESSO PRODUTIVO BRASIL MAIS;CONSULTORIA EM PROCESSO PRODUTIVO
2021;2021-30201020401;CONSULT ATEND NORMAS E LEGISLACAO;CONSULTORIA PARA ATENDIMENTO A LEGISLAÇÕ
2021;2021-30201050101;ENSAIOS;ENSAIOS
2021;2021-30201050102;IMPLANTACAO DE LAB REDE SENAI DE BIOMOL;ENSAIOS
2021;2021-30210010102;MIDIAS STI - SENAI;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2021;2021-30210010103;NUCLEO DE INOVACAO TECNOLOGICA;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2021;2021-30210010104;GESTAO DA TECNOLOGIA E INOVACAO;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2021;2021-30210010107;INOVA SENAI;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2021;2021-30210010111;PLANO DE MODERNIZACAO TECNOL 2018-2021;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2021;2021-30210010112;PLANO DE MODER IST ALIMENTOS 2018-2021;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2021;2021-30210010113;PLANO DE MODERNIZACAO 2021-2023;GESTÃO DA TECNOLOGIA E INOVAÇÃO
2021;2021-30211010101;T&D DA TECNOLOGIA E INOVACAO;ETD DA TECNOLOGIA E INOVAÇÃO
2021;2021-30211010102;T&D DA UND DESENVOLVIMENTO EMPRESARIAL;ETD DA TECNOLOGIA E INOVAÇÃO
2018;2018-30202010101;PESQUISA, DESENV. INOVACAO DE PRODUTO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010102;INTEGRA (PRODUTO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010103;INTEGRA (PRODUTO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010104;INTEGRA (PRODUTO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010105;BUTIRICO (PRODUTO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010106;BUTIRICO (PRODUTO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010107;BUTIRICO (PRODUTO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010108;PROJ ED INOV PIRAO INSTANTANEO DE PEIXE;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010109;PROJ ED INOV PAZINHA DE SORVETE BIODEGRA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010110;DESENV RACAO MELHOR PROC PROD DO JACARE;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010201;PESQUISA, DESENV. INOVACAO DE PROCESSO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010202;BETA VERDE(PROCESSO) EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010203;BETA VERDE(PROCESSO) SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010204;BETA VERDE(PROCESSO) EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010205;BTECH QUEIJOS FINOS (PROCESSO)- EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010206;BTECH QUEIJOS FINOS (PROCESSO)- SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010207;BTECH QUEIJOS FINOS (PROCESSO)- EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2018;2018-30202010208;PROJ ED INOV CARBONIZACAO COM ADICAO CO2;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010101;PESQUISA, DESENV E INOVACAO DE PRODUTO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010102;MACROFUEL (PRODUTO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010103;MACROFUEL (PRODUTO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010104;MACROFUEL (PRODUTO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010105;ZEA2G (PRODUTO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010106;ZEA2G (PRODUTO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010107;ZEA2G (PRODUTO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010108;USO RESÍDUOS AGROINDUSTRIAIS PROD. BRIQU;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010109;TINTURA CAPILAR NATURAL;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010110;MIKYTA 2.0;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010111;MELACIDE;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010112;GOLDEN CAKE;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010113;BLUE NEMA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010114;PROJETO ECO RECYCLING;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010115;CASEUS;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010201;PESQUISA, DESENV E INOVACAO DE PROCESSO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010202;BETA VERDE(PROCESSO) EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010203;BETA VERDE(PROCESSO) SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010204;BETA VERDE(PROCESSO) EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010205;BTECH QUEIJOS FINOS (PROCESSO)- EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010206;BTECH QUEIJOS FINOS (PROCESSO)- SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010207;BTECH QUEIJOS FINOS (PROCESSO)- EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010208;OLHO HIPERESPECTRAL;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010209;FOTOBIORREATOR BIOFIXAÇÃO CO2 BIOCOMBUS;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010210;ZYMONASE:BIOFÁRM TRAT LEUCEMIA LINFOBLAS;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010211;CONVERTCOOH;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010212;PROCES INOVADOR TERMORECUP. RESIDUOS PIR;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010213;MIKYTA 2.0;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010214;ZEA2G (PROCESSO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010215;ZEA2G (PROCESSO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010216;ZEA2G (PROCESSO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010217;O-SAFT (PROCESSO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010218;O-SAFT (PROCESSO) - SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010219;O-SAFT (PROCESSO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010220;PROJETO SAURON ANP;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010221;XYLITAB EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010222;XYLITAB DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010223;XYLITAB EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010224;TABCOOH EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010225;TABCOOH SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2019;2019-30202010226;TABCOOH EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010101;PESQUISA, DESENV E INOVACAO DE PRODUTO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010102;MACROFUEL (PRODUTO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010103;MACROFUEL (PRODUTO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010104;MACROFUEL (PRODUTO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010114;PROJETO ECO RECYCLING;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010115;CASEUS;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010116;NITROS-BIOSANIT EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010117;NITROS-BIOSANIT SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010118;NITROS-BIOSANIT EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010119;PIZARRO-ARTEMISIA EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010120;PIZARRO-ARTEMISIA SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010121;PIZARRO-ARTEMISIA EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010122;PIZARRO-ARTEMISIA COVID EMPRESA DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010123;NITROS-BIOSANIT COVID EMPRESA DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010124;ALCALIG - EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010125;ALCALIG - SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010126;ALCALIG - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010201;PESQUISA, DESENV E INOVACAO DE PROCESSO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010215;ZEA2G (PROCESSO) - SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010221;XYLITAB EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010222;XYLITAB SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010223;XYLITAB EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010224;TABCOOH EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010225;TABCOOH SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010226;TABCOOH EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010227;ECRAMASTER EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010228;ECRAMASTER SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010229;ECRAMASTER EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010230;ECRAMASTER COVID EMPRESA - DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010231;BAUMFUEL EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010232;BAUMFUEL SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010233;BAUMFUEL EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010234;BUNKER EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010235;BUNKER SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010236;BUNKER EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010237;PIZARRO 2.0 EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010238;PIZARRO 2.0 SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010239;PIZARRO 2.0 EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010240;AGRIBAC EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010241;AGRIBAC SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2021;2021-30202010242;AGRIBAC EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010101;PESQUISA, DESENV E INOVACAO DE PRODUTO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010102;MACROFUEL (PRODUTO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010103;MACROFUEL (PRODUTO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010104;MACROFUEL (PRODUTO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010108;USO RESÍDUOS AGROINDUSTRIAIS PROD. BRIQU;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010109;TINTURA CAPILAR NATURAL;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010111;MELACIDE;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010112;GOLDEN CAKE;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010113;BLUE NEMA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010114;PROJETO ECO RECYCLING;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010115;CASEUS;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010116;NITROS BIOSANIT - EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010117;NITROS BIOSANIT - SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010118;NITROS BIOSANIT - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010119;PIZARRO ARTEMISIA - EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010120;PIZARRO ARTEMISIA - SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010121;PIZARRO ARTEMISIA - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010122;PIZARRO ARTEMISIA COVID EMPRESA - DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010123;NITROS BIOSANIT COVID EMPRESA - DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010124;ALCALIG - EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010125;ALCALIG - SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010126;ALCALIG - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010201;PESQUISA, DESENV E INOVACAO DE PROCESSO;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010202;BETA VERDE(PROCESSO) EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010203;BETA VERDE(PROCESSO) SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010204;BETA VERDE(PROCESSO) EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010205;BTECH QUEIJOS FINOS (PROCESSO)- EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010206;BTECH QUEIJOS FINOS (PROCESSO)- SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010207;BTECH QUEIJOS FINOS (PROCESSO)- EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010208;OLHO HIPERESPECTRAL;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010209;FOTOBIORREATOR BIOFIXAÇÃO CO2 BIOCOMBUS;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010210;ZYMONASE:BIOFÁRM TRAT LEUCEMIA LINFOBLAS;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010211;CONVERTCOOH;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010212;PROCES INOVADOR TERMORECUP. RESIDUOS PIR;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010213;MIKYTA 2.0;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010214;ZEA2G (PROCESSO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010215;ZEA2G (PROCESSO) - SENAI DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010216;ZEA2G (PROCESSO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010217;O-SAFT (PROCESSO) - EMBRAPI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010218;O-SAFT (PROCESSO) - SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010219;O-SAFT (PROCESSO) - EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010220;SAURON ANP;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010221;XYLITAB EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010222;XYLITAB SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010223;XYLITAB EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010224;TABCOOH EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010225;TABCOOH SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010226;TABCOOH EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010227;ECRAMASTER EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010228;ECRAMASTER SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010229;ECRAMASTER EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010230;ECRAMASTER COVID EMPRESA - DN;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010231;BAUMFUEL EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010232;BAUMFUEL SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010233;BAUMFUEL EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010234;BUNKER EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010235;BUNKER SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010236;BUNKER EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010237;PIZARRO 2.0 EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010238;PIZARRO 2.0 SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010239;PIZARRO 2.0 EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010240;AGRIBAC EMBRAPII;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010241;AGRIBAC SENAI;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2020;2020-30202010242;AGRIBAC EMPRESA;PESQUISA, DESENVOLVIMENTO E INOVAÇÃO DE
2017;2017-30401100101;ECOEFICIENCIA SUSTENT E MODERNIZ SESI MS;GESTÃO
2017;2017-30401100103;GESTAO DAS ACOES DE SAUDE;GESTÃO
2017;2017-30401100104;GERENCIA DE INOVACAO EM SST;GESTÃO
2017;2017-30401100105;PROJETOS EM SST;GESTÃO
2017;2017-30401100106;CONSULTORIA EM SST;GESTÃO
2017;2017-30401100107;GERENCIA EM SST;GESTÃO
2017;2017-30401100108;PROJETOS DE INOVACAO E TECNOLOGIA;GESTÃO
2017;2017-30401100109;PROJETO DN - IMPLANTACAO S5;GESTÃO
2017;2017-30401100190;ACOES ESTRATEGICAS SAUDE;GESTÃO
2017;2017-30403100102;GESTAO DAS ACOES DE LAZER;GESTÃO
2017;2017-30403100103;REFORMA E AMPLIACAO NO CLUBE DO TRABALHA;GESTÃO
2017;2017-30403100105;GESTAO DA PRACA;GESTÃO
2017;2017-30403100106;SAUDE NA EMPRESA;GESTÃO
2017;2017-30403100190;ACOES ESTRATEGICAS VIDA SAUDAVEL;GESTÃO
2017;2017-30405010101;GERENCIA DA AREA DE QUALIDADE DE VIDA;GESTÃO
2017;2017-30406020101;PROJ INOVAÇÃO-MODELO SESI SUSTENTAB MPE;GESTÃO
2018;2018-30401100101;ECOEFICIENCIA SUSTENT E MODERNIZ SESI MS;GESTÃO
2018;2018-30401100103;GESTAO DAS ACOES DE SAUDE;GESTÃO
2018;2018-30401100104;GERENCIA DE INOVACAO EM SST;GESTÃO
2018;2018-30401100107;GERENCIA EM SST;GESTÃO
2018;2018-30401100109;PROJETO DN - IMPLANTACAO S5;GESTÃO
2018;2018-30401100110;MODERN TEC E DE MOB DA UN SESI SST CN;GESTÃO
2018;2018-30401100111;ATUACAO SOLUCOES INTEGRADAS EM SSI;GESTÃO
2018;2018-30401100112;IMPLANTACAO SESI VIVA +;GESTÃO
2018;2018-30401100190;ACOES ESTRATEGICAS SAUDE;GESTÃO
2018;2018-30403100102;GESTAO DAS ACOES DE ESTILO DE VIDA;GESTÃO
2018;2018-30403100104;CLUBE;GESTÃO
2018;2018-30403100105;GESTAO DA PRACA;GESTÃO
2018;2018-30403100190;ACOES ESTRATEGICAS VIDA SAUDAVEL;GESTÃO
2018;2018-30407100101;AÇÕES REGIONAIS - SSI;GESTÃO
2018;2018-30408020101;GESTAO DOS CENTROS DE INOVACAO SESI;GESTÃO
2018;2018-30408020102;CONSTRUCAO DO SESI SST - FASE II;GESTÃO
2018;2018-30408020103;DESENV COMP GESTAO DA INOVACAO;GESTÃO
2019;2019-30401100101;ECOEFICIENCIA SUSTENT E MODERNIZ SESI MS;GESTÃO
2019;2019-30401100103;GESTAO DAS ACOES DE SAUDE;GESTÃO
2019;2019-30401100107;GERENCIA EM SST;GESTÃO
2019;2019-30401100112;PRODUTOS SST;GESTÃO
2019;2019-30401100190;ACOES ESTRATEGICAS SAUDE;GESTÃO
2019;2019-30403100102;GESTAO DAS ACOES DE ESTILO DE VIDA;GESTÃO
2019;2019-30403100104;CLUBE;GESTÃO
2019;2019-30403100105;GESTAO DA PRACA;GESTÃO
2019;2019-30407100101;AÇÕES REGIONAIS - SSI;GESTÃO
2019;2019-30408020101;GESTAO DOS CENTROS DE INOVACAO SESI;GESTÃO
2019;2019-30408020103;DESENV COMP GESTAO DA INOVACAO;GESTÃO
2020;2020-30401100101;ECOEFICIENCIA SUSTENT E MODERNIZ SESI MS;GESTÃO
2020;2020-30401100103;GESTAO DAS ACOES DE SAUDE;GESTÃO
2020;2020-30401100107;GERENCIA EM SST;GESTÃO
2020;2020-30401100112;PRODUTOS SST;GESTÃO
2020;2020-30401100113;PROJETO PARA MANEJO CLINICO DA COVID 19;GESTÃO
2020;2020-30401100190;ACOES ESTRATEGICAS SAUDE;GESTÃO
2020;2020-30403100102;GESTAO DAS ACOES DE ESTILO DE VIDA;GESTÃO
2020;2020-30403100104;CLUBE;GESTÃO
2020;2020-30403100105;GESTAO DA PRACA;GESTÃO
2020;2020-30407100101;AÇÕES REGIONAIS - SSI;GESTÃO
2020;2020-30407100102;PROJETO BPMS PARA SSI;GESTÃO
